NC_053009.1	NC_018832	92.668	24741	1721	54	2799	27515	33433	58104	0.0	35552
NC_053009.1	NC_018832	93.196	14316	942	24	27516	41818	1	14297	0.0	21012
NC_053009.1	NC_018832	92.382	6642	488	13	48913	55544	19673	26306	0.0	9446
NC_053009.1	NC_018832	90.453	1875	160	18	55722	57584	26304	28171	0.0	2453
NC_053009.1	NC_018832	90.741	1296	104	13	42924	44207	14447	15738	0.0	1714
NC_053009.1	NC_018832	90.605	1075	89	9	44582	45649	15736	16805	0.0	1415
NC_053009.1	NC_018832	90.612	980	79	8	46444	47423	17481	18447	0.0	1288
NC_053009.1	NC_018832	85.076	918	130	7	47678	48593	18708	19620	0.0	929
NC_053009.1	NC_018832	81.982	666	89	27	60077	60727	29414	30063	4.03e-149	536
NC_053009.1	NC_018832	88.532	218	25	0	57940	58157	28566	28783	2.10e-67	265
NC_053009.1	NC_018832	88.517	209	22	2	1	208	30064	30271	1.63e-63	252
NC_053009.1	NC_018832	83.772	228	33	4	59060	59285	28789	29014	7.71e-52	213
NC_053009.1	NC_018832	94.595	74	2	2	54926	54997	26313	26386	8.04e-22	113
NC_053009.1	NC_018832	90.000	60	6	0	42758	42817	14308	14367	2.93e-11	78.7
NC_053009.1	NC_018832	86.486	74	6	4	55723	55792	25679	25752	2.93e-11	78.7
