NZ_CP029736.1	CP003488	87.481	24124	2706	262	969286	993244	2446996	2470970	0.0	27529
NZ_CP029736.1	CP003488	82.758	25931	4156	264	729661	755433	2187521	2213294	0.0	22825
NZ_CP029736.1	CP003488	96.738	10210	304	16	1214763	1224947	3687154	3676949	0.0	16982
NZ_CP029736.1	CP003488	90.855	12324	1021	77	427240	439520	1837485	1849745	0.0	16417
NZ_CP029736.1	CP003488	82.230	17800	3026	116	1826866	1844598	3196817	3214546	0.0	15221
NZ_CP029736.1	CP003488	83.652	15672	2425	94	3238488	3254093	467120	482720	0.0	14621
NZ_CP029736.1	CP003488	91.603	9825	777	36	2449255	2459071	2825550	2835334	0.0	13529
NZ_CP029736.1	CP003488	79.100	18699	3677	178	3673416	3691965	795564	814180	0.0	12667
NZ_CP029736.1	CP003488	82.933	10066	1632	68	3131528	3141547	329455	339480	0.0	8992
NZ_CP029736.1	CP003488	84.276	8808	1307	60	1962501	1971282	3353847	3362602	0.0	8521
NZ_CP029736.1	CP003488	92.466	5893	441	3	2459286	2465177	2835751	2841641	0.0	8419
NZ_CP029736.1	CP003488	85.938	7417	999	29	3654961	3662356	776088	783481	0.0	7878
NZ_CP029736.1	CP003488	81.205	9311	1652	84	1002843	1012100	2481011	2490276	0.0	7409
NZ_CP029736.1	CP003488	91.143	5284	462	6	2443977	2449256	2820132	2825413	0.0	7160
NZ_CP029736.1	CP003488	85.849	6784	899	40	1133080	1139825	2611250	2618010	0.0	7153
NZ_CP029736.1	CP003488	85.833	6487	872	36	1955721	1962183	3346980	3353443	0.0	6844
NZ_CP029736.1	CP003488	79.725	9539	1818	89	2498501	2507972	4041411	4050900	0.0	6794
NZ_CP029736.1	CP003488	80.156	9116	1652	124	95774	104819	1504066	1513094	0.0	6667
NZ_CP029736.1	CP003488	90.998	4888	411	26	440041	444918	1850188	1855056	0.0	6562
NZ_CP029736.1	CP003488	77.974	10238	2057	155	404966	415123	1818681	1828800	0.0	6231
NZ_CP029736.1	CP003488	79.836	8411	1587	97	4151009	4159366	1242527	1250881	0.0	6035
NZ_CP029736.1	CP003488	83.436	6496	1025	45	784554	791021	2254954	2261426	0.0	5987
NZ_CP029736.1	CP003488	84.870	5975	841	40	17534	23479	1417694	1423634	0.0	5967
NZ_CP029736.1	CP003488	79.713	8350	1592	75	1286805	1295112	1615105	1606816	0.0	5941
NZ_CP029736.1	CP003488	85.906	5371	707	41	2490659	2496006	4033361	4038704	0.0	5679
NZ_CP029736.1	CP003488	94.245	3753	149	51	724061	727783	2181911	2185626	0.0	5672
NZ_CP029736.1	CP003488	78.484	8784	1794	81	2212944	2221674	3637858	3646598	0.0	5662
NZ_CP029736.1	CP003488	85.886	5321	703	26	1139950	1145259	2618011	2623294	0.0	5622
NZ_CP029736.1	CP003488	76.061	10911	2448	138	3037285	3048101	245956	256796	0.0	5528
NZ_CP029736.1	CP003488	94.441	3616	141	44	395726	399315	2181911	2185492	0.0	5509
NZ_CP029736.1	CP003488	94.441	3616	141	43	395726	399315	3236136	3232555	0.0	5509
NZ_CP029736.1	CP003488	94.358	3616	143	45	200125	203713	2181911	2185492	0.0	5491
NZ_CP029736.1	CP003488	94.358	3616	143	44	200125	203713	3236136	3232555	0.0	5491
NZ_CP029736.1	CP003488	94.277	3617	145	46	724061	727649	3236136	3232554	0.0	5476
NZ_CP029736.1	CP003488	78.894	8211	1601	100	1461601	1469763	2895315	2903441	0.0	5441
NZ_CP029736.1	CP003488	94.479	3568	134	47	995143	998682	2185492	2181960	0.0	5439
NZ_CP029736.1	CP003488	94.479	3568	134	46	995143	998682	3232555	3236087	0.0	5439
NZ_CP029736.1	CP003488	94.318	3573	140	48	959072	962616	2185492	2181955	0.0	5415
NZ_CP029736.1	CP003488	94.318	3573	140	47	959072	962616	3232555	3236092	0.0	5415
NZ_CP029736.1	CP003488	89.582	4262	438	5	3848108	3852366	927371	931629	0.0	5406
NZ_CP029736.1	CP003488	77.591	9148	1847	139	447593	456640	1857878	1866922	0.0	5349
NZ_CP029736.1	CP003488	78.866	8044	1578	93	225724	233726	1646551	1654513	0.0	5325
NZ_CP029736.1	CP003488	79.871	7283	1414	45	2181249	2188505	3614003	3621259	0.0	5280
NZ_CP029736.1	CP003488	81.040	6672	1213	45	1020368	1027012	2498480	2505126	0.0	5265
NZ_CP029736.1	CP003488	83.374	5726	909	34	795400	801099	2267230	2272938	0.0	5260
NZ_CP029736.1	CP003488	80.580	6967	1221	103	5331	12237	1405500	1412394	0.0	5249
NZ_CP029736.1	CP003488	84.099	5484	801	59	1086867	1092321	2566592	2572033	0.0	5230
NZ_CP029736.1	CP003488	83.071	5771	881	70	1079252	1084971	2557608	2563333	0.0	5156
NZ_CP029736.1	CP003488	82.930	5700	932	33	51912	57591	1436895	1442573	0.0	5097
NZ_CP029736.1	CP003488	77.099	9052	1891	131	2080780	2089758	3460148	3469090	0.0	5064
NZ_CP029736.1	CP003488	79.075	7436	1453	85	2116248	2123630	3497997	3505382	0.0	5016
NZ_CP029736.1	CP003488	80.801	6271	1116	61	3218009	3224251	446451	452661	0.0	4830
NZ_CP029736.1	CP003488	78.675	7334	1465	83	927468	934757	2406803	2414081	0.0	4787
NZ_CP029736.1	CP003488	96.243	2928	84	22	959996	962915	2436785	2439694	0.0	4774
NZ_CP029736.1	CP003488	96.223	2912	82	21	996068	998973	2473662	2476551	0.0	4743
NZ_CP029736.1	CP003488	84.651	4795	664	50	107540	112312	1514291	1519035	0.0	4711
NZ_CP029736.1	CP003488	77.673	7941	1611	138	2392571	2400424	3896801	3904666	0.0	4693
NZ_CP029736.1	CP003488	80.687	6053	1100	44	508666	514696	1930002	1936007	0.0	4638
NZ_CP029736.1	CP003488	81.330	5774	1001	66	4108072	4113799	1198123	1203865	0.0	4619
NZ_CP029736.1	CP003488	82.014	5471	940	39	3963802	3969249	1027603	1033052	0.0	4612
NZ_CP029736.1	CP003488	79.182	6821	1285	104	1853942	1860662	3223880	3230665	0.0	4604
NZ_CP029736.1	CP003488	81.116	5719	1009	64	89801	95484	1480154	1485836	0.0	4512
NZ_CP029736.1	CP003488	96.268	2760	76	20	996068	998822	1195366	1192629	0.0	4501
NZ_CP029736.1	CP003488	85.080	4457	615	42	2168455	2172881	3600937	3605373	0.0	4501
NZ_CP029736.1	CP003488	78.114	7201	1478	85	2916822	2923968	112880	120036	0.0	4477
NZ_CP029736.1	CP003488	78.617	6870	1381	69	217742	224557	1638692	1645527	0.0	4468
NZ_CP029736.1	CP003488	78.149	7089	1460	77	206582	213626	1627540	1634583	0.0	4427
NZ_CP029736.1	CP003488	78.444	6968	1361	120	1884644	1891535	3255291	3262193	0.0	4416
NZ_CP029736.1	CP003488	96.588	2667	72	14	395727	398390	1621256	1623906	0.0	4403
NZ_CP029736.1	CP003488	96.519	2672	74	14	395723	398391	1809501	1812156	0.0	4401
NZ_CP029736.1	CP003488	96.513	2667	74	14	200126	202789	1621256	1623906	0.0	4392
NZ_CP029736.1	CP003488	96.445	2672	76	14	200122	202790	1809501	1812156	0.0	4390
