NC_003911.12	CP000031	100.000	4109437	0	0	1	4109437	1	4109437	0.0	7.589e+06
NC_003911.12	CP000031	99.902	6153	2	4	3462034	3468184	267506	261356	0.0	11326
NC_003911.12	CP000031	99.902	6153	2	4	261356	267506	3468184	3462034	0.0	11326
NC_003911.12	CP000031	99.586	6033	22	3	4010282	4016313	3461946	3467976	0.0	10999
NC_003911.12	CP000031	99.586	6034	20	5	3461946	3467976	4010282	4016313	0.0	10999
NC_003911.12	CP000031	99.546	5947	22	5	4010370	4016313	267506	261562	0.0	10828
NC_003911.12	CP000031	99.546	5948	20	7	261562	267506	4016313	4010370	0.0	10828
NC_003911.12	CP000031	99.118	4420	35	4	1642177	1646594	867139	871556	0.0	7943
NC_003911.12	CP000031	99.118	4420	35	4	867139	871556	1642177	1646594	0.0	7943
NC_003911.12	CP000031	99.600	2998	12	0	3311967	3314964	1649651	1646654	0.0	5470
NC_003911.12	CP000031	99.600	2998	12	0	1646654	1649651	3314964	3311967	0.0	5470
NC_003911.12	CP000031	100.000	2759	0	0	1359617	1362375	646998	644240	0.0	5096
NC_003911.12	CP000031	100.000	2759	0	0	644240	646998	1362375	1359617	0.0	5096
NC_003911.12	CP000031	99.654	2600	7	2	2554023	2556620	2539530	2536931	0.0	4750
NC_003911.12	CP000031	99.654	2600	7	2	2536931	2539530	2556620	2554023	0.0	4750
NC_003911.12	CP000031	99.809	2092	3	1	3257432	3259523	1761890	1763980	0.0	3840
NC_003911.12	CP000031	99.809	2092	3	1	1761890	1763980	3257432	3259523	0.0	3840
NC_003911.12	CP000031	100.000	1389	0	0	3701513	3702901	758026	756638	0.0	2566
NC_003911.12	CP000031	100.000	1389	0	0	756638	758026	3702901	3701513	0.0	2566
NC_003911.12	CP000031	100.000	1305	0	0	3140182	3141486	1664616	1665920	0.0	2410
NC_003911.12	CP000031	100.000	1305	0	0	1664616	1665920	3140182	3141486	0.0	2410
NC_003911.12	CP000031	100.000	1264	0	0	1821711	1822974	1362396	1361133	0.0	2335
NC_003911.12	CP000031	100.000	1264	0	0	1361133	1362396	1822974	1821711	0.0	2335
NC_003911.12	CP000031	100.000	1243	0	0	1821732	1822974	644240	645482	0.0	2296
NC_003911.12	CP000031	100.000	1243	0	0	644240	645482	1821732	1822974	0.0	2296
NC_003911.12	CP000031	99.883	856	1	0	2552500	2553355	1758536	1759391	0.0	1576
NC_003911.12	CP000031	99.883	856	1	0	1758536	1759391	2552500	2553355	0.0	1576
NC_003911.12	CP000031	99.410	847	4	1	3883099	3883944	2918574	2919420	0.0	1535
NC_003911.12	CP000031	99.410	847	4	1	2918574	2919420	3883099	3883944	0.0	1535
NC_003911.12	CP000031	90.083	1089	94	13	2549472	2550553	2549115	2550196	0.0	1400
NC_003911.12	CP000031	90.074	1088	96	11	2549115	2550196	2549472	2550553	0.0	1400
NC_003911.12	CP000031	98.818	677	8	0	3993399	3994075	3461284	3461960	0.0	1206
NC_003911.12	CP000031	98.818	677	8	0	3461284	3461960	3993399	3994075	0.0	1206
NC_003911.12	CP000031	79.340	1152	218	19	1527181	1528322	766925	765784	0.0	791
NC_003911.12	CP000031	79.340	1152	218	19	765784	766925	1528322	1527181	0.0	791
NC_003911.12	CP000031	77.452	1295	263	23	3254185	3255461	2820635	2819352	0.0	747
NC_003911.12	CP000031	77.519	1290	259	24	2819358	2820635	3255455	3254185	0.0	747
NC_003911.12	CP000031	85.246	732	94	13	2549829	2550553	2549115	2549839	0.0	741
NC_003911.12	CP000031	85.226	731	96	11	2549115	2549839	2549829	2550553	0.0	741
NC_003911.12	CP000031	77.530	1255	252	26	1754390	1755626	737718	738960	0.0	728
NC_003911.12	CP000031	77.548	1256	250	27	737718	738960	1754390	1755626	0.0	728
NC_003911.12	CP000031	77.218	1172	261	5	2557670	2558838	1819701	1820869	0.0	680
NC_003911.12	CP000031	77.218	1172	261	5	1819701	1820869	2557670	2558838	0.0	680
NC_003911.12	CP000031	96.806	407	11	2	3875942	3876347	2548762	2549167	0.0	678
NC_003911.12	CP000031	96.806	407	11	2	2548762	2549167	3875942	3876347	0.0	678
NC_003911.12	CP000031	98.521	338	5	0	648493	648830	125996	125659	7.37e-165	597
NC_003911.12	CP000031	98.521	338	5	0	125659	125996	648830	648493	7.37e-165	597
